一般,私立,靜宜大學,720501,食品營養學系,97.3,1
技職,私立,中華醫事科技大學,720501,食品營養系,80.77,1
技職,私立,美和科技大學,720501,食品營養系,72,1
一般,私立,實踐大學,720502,食品營養與保健生技學系,98.28,1
一般,私立,中國文化大學,720504,保健營養學系,93.22,1
技職,私立,嘉南藥理大學,720504,保健營養系,92.91,1
一般,私立,臺北醫學大學,720504,保健營養學系,95.56,1
技職,私立,輔英科技大學,720504,保健營養系,90.2,1
一般,私立,長榮大學,720504,保健營養學系,81.63,1
技職,私立,長庚科技大學,720504,保健營養系,97.89,1
一般,私立,開南大學,720504,保健營養學系,87.93,1
一般,私立,輔仁大學,720507,營養科學系,98.28,1
一般,私立,義守大學,720507,營養學系,82.46,1
一般,私立,中山醫學大學,720507,營養學系,94.12,1
技職,私立,弘光科技大學,720507,營養系,94.19,1
一般,私立,中國醫藥大學,720507,營養學系,92.86,1
