一般,公立,國立清華大學,220301,外國語文學系,95.74
一般,公立,國立臺灣大學,220301,外國語文學系,99.07
一般,公立,國立成功大學,220301,外國語文學系,98.21
一般,公立,國立中興大學,220301,外國語文學系,100
一般,公立,國立交通大學,220301,外國語文學系,100
一般,公立,國立中山大學,220301,外國語文學系,100
一般,公立,國立中正大學,220301,外國語文學系,91.67
一般,公立,國立暨南國際大學,220301,外國語文學系,100
一般,公立,國立宜蘭大學,220301,外國語文學系,95.24
一般,私立,東海大學,220301,外國語文學系,98
一般,私立,逢甲大學,220301,外國語文學系,97.92
一般,私立,中華大學,220301,外國語文學系,83.18
一般,私立,華梵大學,220301,外國語文學系,70.48
一般,私立,南華大學,220301,外國語文學系,70.91
一般,私立,佛光大學,220301,外國語文學系,92.16
一般,私立,亞洲大學,220301,外國語文學系,97.27
一般,公立,國立臺北大學,220303,應用外語學系,96
技職,公立,國立臺灣科技大學,220303,應用外語系,100
技職,公立,國立雲林科技大學,220303,應用外語系,100
技職,公立,國立屏東科技大學,220303,應用外語系,100
技職,公立,國立高雄應用科技大學,220303,應用外語系,100
技職,公立,國立虎尾科技大學,220303,應用外語系,98.91
技職,公立,國立澎湖科技大學,220303,應用外語系,77.08
技職,公立,國立臺北商業大學,220303,應用外語系,100
一般,私立,元智大學,220303,應用外語學系,92
一般,私立,實踐大學,220303,應用外語學系,97.96
一般,私立,大同大學,220303,應用外語學系,94.59
技職,私立,嘉南藥理大學,220303,應用外語系,96.15
技職,私立,樹德科技大學,220303,應用外語系,92
技職,私立,龍華科技大學,220303,應用外語系,92
技職,私立,輔英科技大學,220303,應用外語系,70
技職,私立,明新科技大學,220303,應用外語系,95
技職,私立,健行科技大學,220303,應用外語系,65.93
技職,私立,正修科技大學,220303,應用外語系,89
一般,私立,玄奘大學,220303,應用外語學系,73.33
技職,私立,建國科技大學,220303,應用外語系,86.67
技職,私立,高苑科技大學,220303,應用外語系,84.8
技職,私立,大仁科技大學,220303,應用外語系,72.48
技職,私立,嶺東科技大學,220303,應用外語系,96
技職,私立,環球科技大學,220303,應用外語系,52
一般,私立,康寧大學,220303,應用外語學系,47.37
技職,私立,景文科技大學,220303,應用外語系,85.51
技職,私立,德明財經科技大學,220303,應用外語系,93.68
技職,私立,臺北城市科技大學,220303,應用外語系,92.73
技職,私立,和春技術學院,220303,應用外語系,25
技職,私立,南開科技大學,220303,應用外語系,67.5
技職,私立,中臺科技大學,220303,應用外語系,95.24
一般,私立,中原大學,220304,應用外國語文學系,100
一般,公立,國立高雄大學,220306,西洋語文學系,92.86
一般,公立,國立政治大學,220307,英國語文學系,98.41
一般,私立,輔仁大學,220307,英國語文學系,98.25
一般,私立,中國文化大學,220307,英國語文學系,91.96
一般,私立,靜宜大學,220307,英國語文學系,97.87
技職,私立,文藻外語大學,220307,英國語文系,96.83
一般,公立,國立臺灣師範大學,220308,英語學系,98.57
一般,公立,國立高雄師範大學,220308,英語學系,98.78
一般,公立,國立彰化師範大學,220308,英語學系,100
一般,公立,國立臺南大學,220308,英語學系,100
一般,公立,國立臺中教育大學,220308,英語學系,95.65
一般,公立,國立屏東大學,220308,英語學系,92.86
一般,私立,大葉大學,220308,英語學系,94
一般,私立,世新大學,220308,英語學系,95
一般,私立,東吳大學,220309,英文學系,96.53
一般,私立,淡江大學,220309,英文學系,96
一般,公立,國立中央大學,220310,英美語文學系,98.08
一般,公立,國立東華大學,220310,英美語文學系,96
一般,公立,國立臺東大學,220310,英美語文學系,91.3
一般,私立,真理大學,220310,英美語文學系,80.91
一般,私立,慈濟大學,220310,英美語文學系,92.5
技職,公立,國立臺北科技大學,220311,應用英文系,100
技職,公立,國立高雄第一科技大學,220312,應用英語系,100
技職,公立,國立勤益科技大學,220312,應用英語系,97.87
技職,公立,國立高雄餐旅大學,220312,應用英語系,100
一般,公立,國立金門大學,220312,應用英語學系,74.36
技職,公立,國立臺中科技大學,220312,應用英語系,97.56
一般,公立,國立屏東大學,220312,應用英語學系,91.67
一般,私立,義守大學,220312,應用英語學系,96.23
一般,私立,銘傳大學,220312,應用英語學系,98.33
一般,私立,實踐大學,220312,應用英語學系,88.29
技職,私立,朝陽科技大學,220312,應用英語系,98.11
技職,私立,南臺科技大學,220312,應用英語系,96.94
技職,私立,弘光科技大學,220312,應用英語系,88.37
技職,私立,聖約翰科技大學,220312,應用英語系,62
技職,私立,中國科技大學,220312,應用英語系,94.55
一般,私立,開南大學,220312,應用英語學系,90.7
一般,私立,明道大學,220312,應用英語學系,71.67
技職,私立,育達科技大學,220312,應用英語系,47.22
技職,私立,修平科技大學,220312,應用英語系,78
技職,私立,致理科技大學,220312,應用英語系,94.29
技職,私立,台南應用科技大學,220312,應用英語系,93
技職,私立,僑光科技大學,220312,應用英語系,99.17
技職,私立,醒吾科技大學,220312,應用英語系,76
技職,私立,東南科技大學,220312,應用英語系,53.33
技職,私立,德霖技術學院,220312,應用英語系,79.59
技職,私立,元培醫事科技大學,220312,應用英語系,60.61
一般,公立,國立中央大學,220314,國立臺灣大學,97.92
一般,私立,輔仁大學,220314,法國語文學系,98.28
一般,私立,淡江大學,220314,法國語文學系,97.5
一般,私立,中國文化大學,220314,法國語文學系,87.27
技職,私立,文藻外語大學,220314,法國語文系,97.98
一般,私立,淡江大學,220315,德國語文學系,100
一般,私立,中國文化大學,220315,德國語文學系,96.23
技職,私立,文藻外語大學,220315,德國語文系,97.92
一般,私立,輔仁大學,220316,德語語文學系,100
技職,公立,國立高雄第一科技大學,220317,應用德語系,100
一般,私立,輔仁大學,220318,西班牙語文學系,98.28
一般,私立,淡江大學,220318,西班牙語文學系,98.33
一般,私立,靜宜大學,220318,西班牙語文學系,98.18
技職,私立,文藻外語大學,220318,西班牙語文系,93.62
一般,私立,慈濟大學,220319,東方語文學系,86.25
一般,公立,國立政治大學,220320,日本語文學系,100
一般,公立,國立臺灣大學,220320,日本語文學系,100
一般,私立,輔仁大學,220320,日本語文學系,99.09
一般,私立,東吳大學,220320,日本語文學系,100
一般,私立,淡江大學,220320,日本語文學系,98.33
一般,私立,中國文化大學,220320,日本語文學系,96.43
一般,私立,靜宜大學,220320,日本語文學系,96.64
一般,私立,世新大學,220320,日本語文學系,99
技職,私立,文藻外語大學,220320,日本語文系,95.29
技職,公立,國立高雄第一科技大學,220321,應用日語系,98.63
技職,公立,國立高雄餐旅大學,220321,應用日語系,95.56
技職,公立,國立臺中科技大學,220321,應用日語系,100
一般,公立,國立屏東大學,220321,應用日語學系,94.12
一般,私立,中華大學,220321,應用日語學系,89.9
一般,私立,大葉大學,220321,應用日語學系,96.4
