一般,公立,國立政治大學,310801,公共行政學系,95.56
一般,公立,國立東華大學,310801,公共行政學系,96.55
一般,私立,淡江大學,310801,公共行政學系,96
一般,公立,國立臺北大學,310802,公共行政暨政策學系,99.17
一般,公立,國立暨南國際大學,310802,公共行政與政策學系,94.34
一般,公立,國立臺南大學,310804,行政管理學系,92.5
一般,私立,東海大學,310804,行政管理暨政策學系,98.33
一般,私立,中國文化大學,310804,行政管理學系,95.76
一般,私立,中華大學,310804,行政管理學系,74.55
一般,私立,世新大學,310804,行政管理學系,92
一般,私立,義守大學,310807,公共政策與管理學系,92
一般,私立,銘傳大學,310808,公共事務學系,90
一般,私立,開南大學,310808,公共事務管理學系,85.71
一般,私立,佛光大學,310808,公共事務學系,90.77
一般,公立,臺北市立大學,310809,社會暨公共事務學系,100
一般,公立,國立政治大學,310811,地政學系,95.35
