一般,公立,國立清華大學,340501,計量財務金融學系,94.34,1
一般,公立,國立臺灣大學,340501,財務金融學系,96.43,1
一般,公立,國立中興大學,340501,財務金融學系,98.15,1
一般,公立,國立中央大學,340501,財務金融學系,95,1
一般,公立,國立中正大學,340501,財務金融學系,97.14,1
一般,公立,國立嘉義大學,340501,財務金融學系,95.56,1
一般,公立,國立東華大學,340501,財務金融學系,97.87,1
一般,公立,國立暨南國際大學,340501,財務金融學系,95,1
技職,公立,國立雲林科技大學,340501,財務金融系,100,1
技職,公立,國立屏東科技大學,340501,財務金融國際學士學位學程,100,1
一般,公立,國立聯合大學,340501,財務金融學系,89.58,1
技職,公立,國立虎尾科技大學,340501,財務金融系,97.96,1
技職,公立,國立臺中科技大學,340501,財務金融系,100,1
技職,公立,國立臺北商業大學,340501,財務金融系,100,1
一般,公立,國立屏東大學,340501,財務金融學系,92,1
一般,私立,東海大學,340501,財務金融學系,95,1
一般,私立,中原大學,340501,財務金融學系,97,1
一般,私立,淡江大學,340501,財務金融學系,97.5,1
一般,私立,中國文化大學,340501,財務金融學系,95.32,1
一般,私立,逢甲大學,340501,財務金融學系,97.48,1
一般,私立,靜宜大學,340501,財務金融學系,96.15,1
一般,私立,大葉大學,340501,財務金融學系,96.43,1
一般,私立,義守大學,340501,財務金融學系,94.23,1
一般,私立,世新大學,340501,財務金融學系,99,1
一般,私立,銘傳大學,340501,財務金融學系,99.02,1
一般,私立,實踐大學,340501,財務金融學系,99.07,1
技職,私立,朝陽科技大學,340501,財務金融系,100,1
一般,私立,南華大學,340501,財務金融學系,87.23,1
一般,私立,真理大學,340501,財務金融學系,90.91,1
技職,私立,南臺科技大學,340501,財務金融系,97.83,1
技職,私立,崑山科技大學,340501,財務金融系,84.21,1
技職,私立,龍華科技大學,340501,財務金融系,93.88,1
技職,私立,明新科技大學,340501,財務金融系,97.12,1
一般,私立,長榮大學,340501,財務金融學系,92.92,1
技職,私立,健行科技大學,340501,財務金融系,81,1
技職,私立,嶺東科技大學,340501,財務金融系,90,1
技職,私立,景文科技大學,340501,財務金融系,80.43,1
技職,私立,醒吾科技大學,340501,財務金融系,82,1
技職,私立,德明財經科技大學,340501,財務金融系,98.62,1
技職,私立,中國科技大學,340501,財務金融系,88.89,1
一般,私立,開南大學,340501,財務金融學系,79.09,1
一般,私立,明道大學,340501,財務金融學系,81.82,1
技職,私立,中華科技大學,340501,財務金融系,50.91,1
技職,私立,僑光科技大學,340501,財務金融系,98.44,1
技職,私立,致理科技大學,340501,財務金融系,95.83,1
技職,私立,和春技術學院,340501,財務金融系,60,1
一般,私立,亞洲大學,340501,財務金融學系,92,1
技職,私立,美和科技大學,340501,財務金融系,48,1
一般,私立,中信金融管理學院,340501,財務金融學系,100,1
技職,私立,台南應用科技大學,340501,財務金融系,93.06,1
一般,公立,國立政治大學,340504,財務管理學系,100,1
一般,公立,國立中山大學,340504,財務管理學系,95.56,1
技職,公立,國立高雄第一科技大學,340504,財務管理系,97.14,1
一般,私立,中華大學,340504,財務管理學系,80.51,1
一般,公立,國立政治大學,340505,金融學系,100,1
技職,公立,國立高雄第一科技大學,340505,金融系,97.85,1
技職,公立,國立高雄應用科技大學,340505,金融系,100,1
技職,私立,樹德科技大學,340505,金融系,87,1
一般,公立,國立高雄大學,340508,金融管理學系,97.73,1
一般,私立,實踐大學,340508,金融管理學系,85.71,1
技職,私立,正修科技大學,340508,金融管理系,91.3,1
技職,公立,國立臺北科技大學,340511,資訊與財金管理系,100,1
一般,私立,義守大學,340516,國際財務金融學系,93.33,1
一般,公立,國立臺北大學,340518,金融與合作經營學系,96.3,1
技職,私立,景文科技大學,340521,理財與稅務規劃系,67.39,1
一般,私立,輔仁大學,340522,金融與國際企業學系,98.18,1
技職,公立,國立高雄應用科技大學,340524,財富與稅務管理系,100,1
技職,私立,修平科技大學,340526,應用財務金融系,78.95,1
技職,私立,醒吾科技大學,340527,理財經營管理系,86.67,1
一般,公立,國立彰化師範大學,340528,財務金融技術學系,100,1
一般,私立,逢甲大學,340529,財務工程與精算學士學位學程,94,1
一般,公立,國立交通大學,340530,資訊管理與財務金融學系,95,1
一般,私立,淡江大學,340532,商管學院全球財務管理全英語學士學位學程,95.56,1
