一般,公立,國立體育大學,810501,運動保健學系,96.23,1
技職,公立,國立臺北護理健康大學,810501,運動保健系,97.5,1
一般,公立,國立高雄大學,810502,運動健康與休閒學系,88.33,1
一般,公立,國立金門大學,810502,運動與休閒學系,82.5,1
一般,私立,真理大學,810502,運動健康與休閒學系,60,1
技職,私立,崑山科技大學,810502,運動健康與休閒學士學位學程,86.96,1
技職,私立,弘光科技大學,810502,運動休閒系,97.67,1
技職,私立,建國科技大學,810502,運動健康與休閒系,78.33,1
技職,私立,中華醫事科技大學,810502,運動健康與休閒系,82.14,1
技職,私立,美和科技大學,810502,運動與休閒系,85.88,1
技職,私立,經國管理暨健康學院,810502,運動健康與休閒系,90,1
技職,私立,大同技術學院,810502,運動健康與休閒系,74,1
一般,公立,國立臺灣體育運動大學,810503,休閒運動學系,94,1
技職,私立,亞太創意技術學院,810503,休閒運動保健系,30,1
一般,公立,國立臺北大學,810504,休閒運動管理學系,92,1
技職,私立,正修科技大學,810504,休閒與運動管理系,94.67,1
技職,私立,高苑科技大學,810504,休閒運動管理系,84.35,1
技職,私立,大仁科技大學,810504,休閒運動管理系,92.86,1
技職,私立,聖約翰科技大學,810504,休閒運動與健康管理系,87,1
技職,私立,育達科技大學,810504,休閒運動管理系,72.09,1
技職,私立,大漢技術學院,810504,休閒運動管理系,34.29,1
技職,私立,遠東科技大學,810504,休閒運動管理系,83.89,1
一般,公立,臺北市立大學,810504,休閒運動管理學系,97.87,1
技職,公立,國立澎湖科技大學,810505,海洋運動與遊憩系,76,1
技職,私立,台北海洋技術學院,810505,海洋運動休閒系,85,1
技職,私立,東南科技大學,810508,休閒事業管理系,88,1
技職,私立,育達科技大學,810508,休閒事業管理系,56.36,1
一般,私立,台灣首府大學,810508,休閒管理學系,59.2,1
技職,私立,德霖技術學院,810508,休閒事業管理系,96.3,1
技職,私立,南開科技大學,810508,休閒事業管理系,82,1
一般,私立,大葉大學,810508,休閒事業管理學系,88.37,1
一般,私立,義守大學,810508,休閒事業管理學系,92.73,1
技職,私立,朝陽科技大學,810508,休閒事業管理系,97.5,1
技職,私立,南臺科技大學,810508,休閒事業管理系,98,1
技職,私立,明新科技大學,810508,休閒事業管理系,91,1
一般,私立,開南大學,810508,休閒事業管理學系,84.91,1
一般,私立,康寧大學,810508,休閒管理學系,70.59,1
一般,私立,明道大學,810509,休閒保健學系,60.91,1
技職,私立,嘉南藥理大學,810509,休閒保健管理系,91.25,1
技職,公立,國立勤益科技大學,810511,休閒產業管理系,100,1
一般,公立,國立體育大學,810511,休閒產業經營學系,92,1
一般,私立,實踐大學,810511,休閒產業管理學系,88,1
技職,私立,大漢技術學院,810512,休閒事業經營系,37.14,1
技職,私立,崇右技術學院,810512,休閒事業經營系,73.33,1
技職,公立,國立臺中科技大學,810512,休閒事業經營系,100,1
一般,公立,國立屏東大學,810512,休閒事業經營學系,80.85,1
一般,公立,國立臺東大學,810513,身心整合與運動休閒產業學系,86.49,1
技職,私立,元培醫事科技大學,810514,健康休閒管理系,83.33,1
技職,私立,蘭陽技術學院,810514,健康休閒管理系,38.75,1
一般,公立,國立嘉義大學,810515,體育與健康休閒學系,98,1
一般,公立,國立體育大學,810516,體育推廣學系,90.57,1
一般,公立,國立體育大學,810517,適應體育學系,93.33,1
一般,公立,國立臺灣體育運動大學,810519,運動事業管理學系,95.92,1
一般,私立,真理大學,810520,運動管理學系,92.55,1
技職,私立,嘉南藥理大學,810520,運動管理系,84.31,1
技職,私立,明新科技大學,810520,運動管理系,92,1
一般,公立,國立臺灣體育運動大學,810521,運動資訊與傳播學系,95.65,1
一般,私立,真理大學,810521,運動資訊傳播學系,90,1
技職,私立,樹德科技大學,810526,休閒遊憩與運動管理系,100,1
技職,私立,吳鳳科技大學,810526,休閒遊憩與運動管理系,77,1
技職,私立,台南應用科技大學,810527,運動休閒與健康管理系,93.75,1
一般,公立,國立宜蘭大學,810532,休閒產業與健康促進學系,93.33,1
技職,公立,國立臺北護理健康大學,810532,休閒產業與健康促進系,96,1
技職,公立,國立屏東科技大學,810533,休閒運動健康系,91.11,1
技職,私立,台南應用科技大學,810534,養生休閒管理學位學程,92,1
技職,私立,南榮科技大學,810535,休閒遊憩與運動保健系,67.27,1
一般,私立,大葉大學,810537,運動健康管理學系,88.1,1
技職,私立,臺北城市科技大學,810538,休閒事業系,94.16,1
技職,私立,環球科技大學,810539,運動保健與防護系,66.67,1
