一般,公立,國立高雄師範大學,230201,視覺設計學系,97.22
技職,公立,國立雲林科技大學,230201,視覺傳達設計系,100
一般,公立,國立臺灣藝術大學,230201,視覺傳達設計學系,100
一般,私立,大葉大學,230201,視覺傳達設計學系,95.96
技職,私立,朝陽科技大學,230201,視覺傳達設計系,100
技職,私立,南臺科技大學,230201,視覺傳達設計系,94.81
技職,私立,崑山科技大學,230201,視覺傳達設計系,96.15
技職,私立,樹德科技大學,230201,視覺傳達設計系,93.33
一般,私立,玄奘大學,230201,視覺傳達設計學系,66.09
技職,私立,明志科技大學,230201,視覺傳達設計系,100
技職,私立,嶺東科技大學,230201,視覺傳達設計系,93.33
技職,私立,中國科技大學,230201,視覺傳達設計系,93.28
一般,私立,亞洲大學,230201,視覺傳達設計學系,100
技職,私立,台南應用科技大學,230201,視覺傳達設計系,96
技職,私立,崇右技術學院,230201,視覺傳達設計系,88
技職,私立,亞太創意技術學院,230201,視覺傳達設計系,32.5
技職,私立,環球科技大學,230201,視覺傳達設計系,57.78
技職,私立,桃園創新技術學院,230201,視覺傳達設計系,28.57
技職,私立,景文科技大學,230201,視覺傳達設計系,89.69
技職,私立,台北海洋技術學院,230201,視覺傳達設計系,74.55
技職,私立,吳鳳科技大學,230202,應用數位媒體系,45.19
技職,公立,國立雲林科技大學,230203,數位媒體設計系,100
技職,公立,國立虎尾科技大學,230203,多媒體設計系,97.96
技職,公立,國立臺中科技大學,230203,多媒體設計系,100
技職,公立,國立臺北商業大學,230203,數位多媒體設計系,97.78
一般,私立,義守大學,230203,數位多媒體設計學系,92
一般,私立,世新大學,230203,數位多媒體設計學系,98.11
一般,私立,銘傳大學,230203,數位媒體設計學系,99.17
一般,私立,大同大學,230203,媒體設計學系,100
技職,私立,健行科技大學,230203,數位多媒體設計系,82.22
技職,私立,正修科技大學,230203,數位多媒體設計系,88
技職,私立,建國科技大學,230203,數位媒體設計系,64.96
技職,私立,大仁科技大學,230203,數位多媒體設計系,84.44
技職,私立,嶺東科技大學,230203,數位媒體設計系,97
技職,私立,中國科技大學,230203,數位多媒體設計系,94.84
技職,私立,亞太創意技術學院,230203,數位媒體設計系,27.5
一般,私立,亞洲大學,230203,數位媒體設計學系,99
技職,私立,東南科技大學,230203,數位媒體設計系,81.71
技職,私立,和春技術學院,230203,多媒體設計系,16
技職,私立,崇右技術學院,230203,數位媒體設計系,44.44
技職,私立,華夏科技大學,230203,數位媒體設計系,84.29
技職,私立,德明財經科技大學,230203,多媒體設計系,94.79
技職,私立,致理科技大學,230203,多媒體設計系,98.96
技職,私立,修平科技大學,230203,數位媒體設計系,87.41
技職,私立,臺北城市科技大學,230203,數位多媒體設計系,86.61
一般,私立,長榮大學,230204,媒體設計科技學系,96.36
一般,私立,實踐大學,230205,媒體傳達設計學系,96.25
一般,公立,國立臺北教育大學,230206,數位科技設計學系,97.62
技職,私立,醒吾科技大學,230206,數位設計系,91.26
技職,私立,亞太創意技術學院,230206,數位科技設計系,55
一般,私立,明道大學,230206,數位設計學系,82
技職,私立,台南應用科技大學,230208,多媒體動畫系,96.67
技職,公立,國立臺北科技大學,230213,互動設計系,100
