一般,公立,國立成功大學,520901,環境工程學系,91.07,1
一般,公立,國立中興大學,520901,環境工程學系,94.23,1
一般,公立,國立宜蘭大學,520901,環境工程學系,92,1
一般,私立,中原大學,520901,環境工程學系,98.15,1
一般,私立,大葉大學,520901,環境工程學系,93.88,1
技職,私立,崑山科技大學,520901,環境工程系,80.95,1
技職,私立,萬能科技大學,520901,環境工程系,67.31,1
技職,私立,元培醫事科技大學,520902,環境工程衛生系,38.64,1
技職,公立,國立屏東科技大學,520903,環境工程與科學系,94.05,1
一般,私立,逢甲大學,520903,環境工程與科學學系,97,1
技職,私立,嘉南藥理大學,520903,環境工程與科學系,88.1,1
技職,私立,輔英科技大學,520903,環境工程與科學系,85.71,1
一般,私立,東海大學,520904,環境科學與工程學系,95.56,1
技職,公立,國立雲林科技大學,520905,環境與安全衛生工程系,97.14,1
技職,公立,國立高雄第一科技大學,520905,環境與安全衛生工程系,100,1
一般,公立,國立聯合大學,520905,環境與安全衛生工程學系,91.92,1
技職,私立,弘光科技大學,520905,環境與安全衛生工程系,94.57,1
技職,私立,明志科技大學,520905,環境與安全衛生工程系,100,1
技職,私立,中臺科技大學,520905,環境與安全衛生工程系,93.33,1
技職,私立,中華醫事科技大學,520905,環境與安全衛生工程系,83.33,1
技職,私立,朝陽科技大學,520906,環境工程與管理系,92.59,1
一般,私立,淡江大學,520907,水資源及環境工程學系,95,1
一般,公立,國立中山大學,520909,海洋環境及工程學系,95.83,1
技職,公立,國立高雄海洋科技大學,520909,海洋環境工程系,92,1
