一般,公立,國立臺北教育大學,220401,語文與創作學系,100
一般,私立,長榮大學,220501,翻譯學系,96.36
技職,私立,文藻外語大學,220501,翻譯系,100
一般,公立,國立嘉義大學,220706,外國語言學系,93
一般,私立,中山醫學大學,220706,應用外國語言學系,90
一般,公立,國立東華大學,220708,民族語言與傳播學系,94.87
一般,私立,輔仁大學,220801,宗教學系,94.74
一般,私立,玄奘大學,220802,宗教與文化學系,71.11
一般,私立,真理大學,220806,宗教文化與組織管理學系,75
一般,公立,國立政治大學,220901,歷史學系,100
一般,公立,國立臺灣大學,220901,歷史學系,100
一般,公立,國立臺灣師範大學,220901,歷史學系,100
一般,公立,國立成功大學,220901,歷史學系,96.43
一般,公立,國立中興大學,220901,歷史學系,96.36
一般,公立,國立中正大學,220901,歷史學系,95.83
一般,公立,國立臺北大學,220901,歷史學系,100
一般,公立,國立東華大學,220901,歷史學系,96
一般,公立,國立暨南國際大學,220901,歷史學系,95.83
一般,私立,東海大學,220901,歷史學系,94.83
一般,私立,輔仁大學,220901,歷史學系,98.25
一般,私立,東吳大學,220901,歷史學系,93.22
一般,私立,淡江大學,220901,歷史學系,94.69
一般,私立,中國文化大學,220901,史學系,94.83
一般,私立,佛光大學,220901,歷史學系,95
一般,公立,臺北市立大學,220906,歷史與地理學系,100
一般,公立,國立嘉義大學,220907,應用歷史學系,90
