一般,公立,國立嘉義大學,220706,外國語言學系,93,220706,2,22,2207
一般,公立,國立東華大學,220708,民族語言與傳播學系,94.87,220708,2,22,2207
一般,私立,中山醫學大學,220706,應用外國語言學系,90,220706,2,22,2207
