type,national,name,department_number,department_name,enroll_rate,selected,field
技職,私立,僑光科技大學,810103,餐飲管理系,94.71,1,8
技職,私立,遠東科技大學,810103,餐飲管理系,94.72,1,8
一般,公立,國立中山大學,210401,音樂學系,94.74,1,2
一般,私立,輔仁大學,220801,宗教學系,94.74,1,2
技職,私立,德明財經科技大學,340401,國際貿易系,94.74,1,3
技職,私立,德明財經科技大學,340605,保險金融管理系,94.74,1,3
技職,私立,德明財經科技大學,340803,流通管理系,94.74,1,3
一般,公立,國立高雄大學,380201,財經法律學系,94.74,1,3
一般,公立,國立彰化師範大學,520114,資訊工程學系,94.74,1,5
一般,公立,國立臺灣海洋大學,520212,系統工程暨造船學系,94.74,1,5
一般,公立,國立東華大學,520502,材料科學與工程學系,94.74,1,5
一般,公立,國立臺灣大學,720401,物理治療學系,94.74,1,7
一般,私立,義守大學,720401,物理治療學系,94.74,1,7
一般,公立,國立成功大學,840104,交通管理科學系,94.74,1,8
技職,私立,中國科技大學,340702,財政稅務系,94.78,1,3
技職,私立,德明財經科技大學,230203,多媒體設計系,94.79,1,2
一般,公立,國立中正大學,520201,機械工程學系,94.79,1,5
技職,私立,南臺科技大學,230201,視覺傳達設計系,94.81,1,2
一般,私立,東海大學,220901,歷史學系,94.83,1,2
一般,私立,中國文化大學,220901,史學系,94.83,1,2
一般,私立,輔仁大學,380201,財經法律學系,94.83,1,3
一般,私立,中國文化大學,580203,景觀學系,94.83,1,5
一般,公立,國立臺灣大學,640101,獸醫學系,94.83,1,6
一般,私立,高雄醫學大學,720316,香粧品學系,94.83,1,7
技職,私立,中國科技大學,230203,數位多媒體設計系,94.84,1,2
一般,公立,國立臺灣大學,340302,工商管理學系,94.85,1,3
一般,私立,實踐大學,810201,觀光管理學系,94.86,1,8
一般,公立,國立臺北教育大學,140601,特殊教育學系,94.87,1,1
一般,公立,國立東華大學,220708,民族語言與傳播學系,94.87,1,2
一般,公立,國立臺灣大學,440203,地質科學系,94.87,1,4
技職,私立,龍華科技大學,520403,化工與材料工程系,94.87,1,5
技職,私立,台南應用科技大學,760401,幼兒保育系,94.87,1,7
技職,私立,致理科技大學,220321,應用日語系,94.9,1,2
一般,私立,東吳大學,440301,物理學系,94.92,1,4
一般,私立,靜宜大學,760307,社會工作與兒童少年福利學系,94.92,1,7
一般,私立,義守大學,340901,醫務管理學系,94.95,1,3
一般,私立,亞洲大學,620616,保健營養生技學系,94.95,1,6
一般,公立,國立暨南國際大學,140124,諮商心理與人力資源發展學系,95,1,1
一般,公立,國立嘉義大學,140601,特殊教育學系,95,1,1
一般,公立,國立屏東大學,140601,特殊教育學系,95,1,1
一般,公立,國立東華大學,140710,教育行政與管理學系,95,1,1
一般,公立,國立臺灣師範大學,149909,科技應用與人力資源發展學系,95,1,1
一般,公立,國立高雄師範大學,210101,美術學系,95,1,2
一般,私立,東海大學,210101,美術學系,95,1,2
一般,公立,國立中山大學,210506,劇場藝術學系,95,1,2
一般,公立,國立臺灣師範大學,220102,臺灣語文學系,95,1,2
技職,私立,明新科技大學,220303,應用外語系,95,1,2
一般,私立,世新大學,220308,英語學系,95,1,2
一般,私立,義守大學,220321,應用日語學系,95,1,2
一般,私立,佛光大學,220901,歷史學系,95,1,2
一般,私立,佛光大學,230312,產品與媒體設計學系,95,1,2
技職,私立,僑光科技大學,230321,電腦輔助工業設計系,95,1,2
一般,公立,國立彰化師範大學,310601,地理學系,95,1,3
一般,公立,國立中央大學,311025,客家語文暨社會科學學系,95,1,3
一般,私立,亞洲大學,340303,經營管理學系,95,1,3
技職,私立,中臺科技大學,340307,國際企業系,95,1,3
一般,私立,東海大學,340310,國際學院國際經營管理學位學程(英語專班),95,1,3
一般,公立,國立中央大學,340501,財務金融學系,95,1,3
一般,公立,國立暨南國際大學,340501,財務金融學系,95,1,3
一般,私立,東海大學,340501,財務金融學系,95,1,3
一般,公立,國立交通大學,340530,資訊管理與財務金融學系,95,1,3
技職,私立,樹德科技大學,340801,行銷管理系,95,1,3
一般,私立,亞洲大學,340905,健康產業管理學系,95,1,3
一般,公立,國立金門大學,380214,海洋與邊境管理學系,95,1,3
一般,公立,國立中正大學,420103,生命科學系,95,1,4
一般,公立,國立臺南大學,420302,生物科技學系,95,1,4
一般,公立,國立清華大學,440101,化學系,95,1,4
一般,私立,淡江大學,440101,化學學系,95,1,4
一般,公立,國立高雄師範大學,440301,物理學系,95,1,4
一般,私立,靜宜大學,469903,財務與計算數學系,95,1,4
技職,私立,明新科技大學,480109,資訊管理系,95,1,4
一般,公立,國立臺北大學,520101,電機工程學系,95,1,5
一般,公立,國立中央大學,520106,光電科學與工程學系,95,1,5
技職,私立,中華科技大學,520208,航空機械系,95,1,5
一般,公立,國立臺南大學,520502,材料科學系,95,1,5
一般,公立,國立金門大學,520601,工業工程與管理學系,95,1,5
一般,私立,元智大學,520601,工業工程與管理學系,95,1,5
技職,私立,明新科技大學,520601,工業工程與管理系,95,1,5
一般,私立,淡江大學,520907,水資源及環境工程學系,95,1,5
一般,公立,國立中央大學,521116,生醫科學與工程學系,95,1,5
一般,公立,國立聯合大學,521309,能源工程學系,95,1,5
技職,公立,國立屏東科技大學,620701,水土保持系,95,1,6
一般,公立,國立清華大學,720117,醫學科學系,95,1,7
一般,私立,高雄醫學大學,720402,職能治療學系,95,1,7
技職,私立,美和科技大學,720601,護理系,95,1,7
技職,私立,中臺科技大學,760202,老人照顧系,95,1,7
技職,私立,南臺科技大學,760220,高齡服務學士學位學程,95,1,7
一般,私立,高雄醫學大學,760303,醫學社會學與社會工作學系,95,1,7
一般,私立,銘傳大學,810102,餐旅管理學系,95,1,8
一般,公立,國立臺灣海洋大學,840106,航運管理學系,95,1,8
一般,私立,實踐大學,810706,服飾設計與經營學系,95.04,1,8
一般,私立,銘傳大學,380101,法律學系,95.05,1,3
一般,私立,大葉大學,520101,電機工程學系,95.08,1,5
一般,公立,國立臺南大學,140315,體育學系,95.12,1,1
一般,公立,國立臺南大學,210401,音樂學系,95.12,1,2
一般,公立,國立臺南大學,210619,視覺藝術與設計學系,95.12,1,2
一般,公立,臺北市立大學,310509,心理與諮商學系,95.12,1,3
一般,私立,慈濟大學,320102,傳播學系,95.12,1,3
技職,私立,德明財經科技大學,349916,不動產投資與經營學位學程,95.12,1,3
一般,公立,國立高雄大學,520403,化學工程及材料工程學系,95.12,1,5
一般,公立,國立中央大學,520101,電機工程學系,95.15,1,5
一般,私立,長庚大學,520101,電機工程學系,95.15,1,5
技職,私立,正修科技大學,520327,土木與空間資訊系,95.18,1,5
一般,私立,逢甲大學,460102,應用數學系,95.19,1,4
技職,私立,朝陽科技大學,760301,社會工作系,95.19,1,7
一般,公立,國立宜蘭大學,220301,外國語文學系,95.24,1,2
技職,私立,中臺科技大學,220303,應用外語系,95.24,1,2
一般,公立,國立政治大學,310501,心理學系,95.24,1,3
一般,公立,國立新竹教育大學,460102,應用數學系,95.24,1,4
一般,公立,國立政治大學,480109,資訊管理學系,95.24,1,4
一般,公立,國立中央大學,480109,資訊管理學系,95.24,1,4
一般,公立,國立宜蘭大學,520103,電子工程學系,95.24,1,5
一般,公立,國立清華大學,520201,動力機械工程學系,95.24,1,5
技職,私立,中臺科技大學,720712,醫學影像暨放射科學系,95.24,1,7
一般,私立,亞洲大學,760301,社會工作學系,95.24,1,7
技職,私立,弘光科技大學,810102,餐旅管理系,95.24,1,8
技職,私立,朝陽科技大學,520114,資訊工程系,95.28,1,5
一般,公立,國立中央大學,520301,土木工程學系,95.28,1,5
一般,公立,國立高雄師範大學,220201,國文學系,95.29,1,2
技職,私立,文藻外語大學,220320,日本語文系,95.29,1,2
一般,私立,中國文化大學,340501,財務金融學系,95.32,1,3
技職,私立,正修科技大學,810103,餐飲管理系,95.33,1,8
一般,公立,國立臺東大學,140401,幼兒教育學系,95.35,1,1
一般,私立,南華大學,220205,文學系,95.35,1,2
技職,私立,弘光科技大學,229910,文化創意產業系,95.35,1,2
一般,公立,國立政治大學,310811,地政學系,95.35,1,3
一般,公立,國立中央大學,440101,化學學系,95.35,1,4
一般,公立,臺北市立大學,460101,數學系,95.35,1,4
一般,公立,國立臺南大學,520101,電機工程學系,95.35,1,5
一般,私立,中華大學,520301,土木工程學系,95.35,1,5
一般,私立,亞洲大學,521119,生物資訊與醫學工程學系,95.35,1,5
一般,公立,臺北市立大學,810402,運動健康科學系,95.35,1,8
一般,私立,輔仁大學,460101,數學系,95.37,1,4
一般,私立,中原大學,521108,生物醫學工程學系,95.37,1,5
技職,私立,中國科技大學,580101,建築系,95.37,1,5
技職,私立,朝陽科技大學,480109,資訊管理系,95.38,1,4
技職,私立,樹德科技大學,520130,電腦與通訊系,95.38,1,5
一般,私立,東吳大學,310101,經濟學系,95.4,1,3
一般,公立,國立交通大學,520301,土木工程學系,95.4,1,5
技職,私立,南臺科技大學,349909,管理與資訊系,95.42,1,3
一般,公立,國立臺中教育大學,140401,幼兒教育學系,95.45,1,1
一般,公立,國立臺南大學,140804,數位學習科技學系,95.45,1,1
一般,公立,國立臺中教育大學,310508,諮商與應用心理學系,95.45,1,3
一般,公立,國立東華大學,310518,諮商與臨床心理學系,95.45,1,3
一般,公立,國立臺東大學,311024,公共與文化事務學系,95.45,1,3
一般,公立,國立中正大學,340301,企業管理學系,95.45,1,3
一般,公立,國立臺中教育大學,340307,國際企業學系,95.45,1,3
一般,私立,亞洲大學,380201,財經法律學系,95.45,1,3
一般,私立,輔仁大學,440301,物理學系,95.45,1,4
一般,公立,國立臺灣師範大學,520114,資訊工程學系,95.45,1,5
一般,私立,義守大學,520219,機械與自動化工程學系,95.45,1,5
一般,公立,國立彰化師範大學,520226,機電工程學系,95.45,1,5
一般,私立,南華大學,229902,生死學系,95.54,1,2
一般,私立,銘傳大學,520103,電子工程學系,95.54,1,5
一般,私立,逢甲大學,520105,光電學系,95.54,1,5
一般,公立,國立暨南國際大學,140121,國際文教與比較教育學系,95.56,1,1
一般,公立,國立東華大學,210709,藝術與設計學系,95.56,1,2
技職,公立,國立高雄餐旅大學,220321,應用日語系,95.56,1,2
一般,私立,大同大學,230303,工業設計學系,95.56,1,2
一般,公立,國立政治大學,310301,社會學系,95.56,1,3
一般,公立,國立政治大學,310801,公共行政學系,95.56,1,3
一般,公立,國立嘉義大學,340501,財務金融學系,95.56,1,3
一般,公立,國立中山大學,340504,財務管理學系,95.56,1,3
一般,私立,淡江大學,340532,商管學院全球財務管理全英語學士學位學程,95.56,1,3
一般,私立,中山醫學大學,340907,醫療產業科技管理學系,95.56,1,3
一般,公立,國立臺北大學,380101,法律學系,95.56,1,3
一般,公立,國立中正大學,520114,資訊工程學系,95.56,1,5
一般,公立,國立成功大學,520502,材料科學及工程學系,95.56,1,5
技職,私立,健行科技大學,520519,材料製造科技學位學程,95.56,1,5
一般,私立,東海大學,520904,環境科學與工程學系,95.56,1,5
技職,公立,國立屏東科技大學,620404,植物醫學系,95.56,1,6
技職,公立,國立屏東科技大學,620504,農企業管理系,95.56,1,6
一般,公立,國立嘉義大學,621001,森林暨自然資源學系,95.56,1,6
技職,公立,國立屏東科技大學,621104,水產養殖系,95.56,1,6
一般,私立,中山醫學大學,720101,醫學系,95.56,1,7
一般,私立,臺北醫學大學,720504,保健營養學系,95.56,1,7
一般,私立,亞洲大學,720713,視光學系,95.56,1,7
一般,公立,國立中正大學,760304,社會福利學系,95.56,1,7
一般,私立,靜宜大學,220201,中國文學系,95.58,1,2
一般,公立,國立臺中教育大學,140202,語文教育學系,95.65,1,1
一般,公立,國立臺中教育大學,220308,英語學系,95.65,1,2
一般,公立,國立政治大學,220322,阿拉伯語文學系,95.65,1,2
一般,公立,國立臺中教育大學,311021,區域與社會發展學系,95.65,1,3
一般,公立,國立高雄大學,440102,應用化學系,95.65,1,4
一般,公立,國立交通大學,440303,電子物理學系,95.65,1,4
一般,公立,國立臺中教育大學,480505,數位內容科技學系,95.65,1,4
一般,公立,國立宜蘭大學,620601,食品科學系,95.65,1,6
一般,公立,國立臺灣體育運動大學,810521,運動資訊與傳播學系,95.65,1,8
一般,私立,靜宜大學,340201,會計學系,95.71,1,3
一般,公立,國立清華大學,220301,外國語文學系,95.74,1,2
一般,公立,國立政治大學,520116,資訊科學系,95.74,1,5
一般,公立,國立宜蘭大學,520403,化學工程與材料工程學系,95.74,1,5
一般,私立,大葉大學,520502,材料科學與工程學系,95.74,1,5
一般,公立,國立臺灣大學,720601,護理學系,95.74,1,7
一般,私立,中國文化大學,310804,行政管理學系,95.76,1,3
一般,私立,中國文化大學,320105,資訊傳播學系,95.76,1,3
一般,私立,中國文化大學,320802,廣告學系,95.76,1,3
技職,私立,德明財經科技大學,480109,資訊管理系,95.79,1,4
技職,私立,致理科技大學,340201,會計資訊系,95.8,1,3
一般,私立,銘傳大學,140203,華語文教學學系,95.83,1,1
一般,私立,銘傳大學,220202,應用中國文學系,95.83,1,2
一般,公立,國立中正大學,220901,歷史學系,95.83,1,2
一般,公立,國立暨南國際大學,220901,歷史學系,95.83,1,2
技職,公立,國立屏東科技大學,230104,時尚設計與管理系,95.83,1,2
一般,公立,國立臺中教育大學,230135,文化創意產業設計與營運學系,95.83,1,2
一般,私立,中國文化大學,320201,新聞學系,95.83,1,3
一般,私立,東海大學,340201,會計學系,95.83,1,3
技職,私立,僑光科技大學,340401,國際貿易系,95.83,1,3
技職,私立,致理科技大學,340501,財務金融系,95.83,1,3
技職,私立,僑光科技大學,340802,行銷與流通管理系,95.83,1,3
一般,公立,國立交通大學,440102,應用化學系,95.83,1,4
一般,公立,國立中正大學,440208,地球與環境科學系,95.83,1,4
一般,私立,銘傳大學,460203,應用統計資訊學系,95.83,1,4
一般,私立,亞洲大學,520126,光電與通訊學系,95.83,1,5
一般,私立,長庚大學,520201,機械工程學系,95.83,1,5
一般,私立,中華大學,520231,光機電與材料學士學位學程,95.83,1,5
一般,私立,義守大學,520401,化學工程學系,95.83,1,5
一般,公立,國立暨南國際大學,520509,應用材料及光電工程學系,95.83,1,5
一般,公立,國立中山大學,520909,海洋環境及工程學系,95.83,1,5
一般,公立,國立臺灣大學,620501,農業經濟學系,95.83,1,6
一般,公立,國立嘉義大學,620601,食品科學系,95.83,1,6
技職,私立,南臺科技大學,760401,幼兒保育系,95.83,1,7
一般,私立,義守大學,810224,國際觀光餐旅學系,95.83,1,8
一般,公立,國立臺北教育大學,310732,社會與區域發展學系,95.92,1,3
一般,公立,國立交通大學,460102,應用數學系,95.92,1,4
技職,私立,龍華科技大學,520101,電機工程系,95.92,1,5
一般,公立,國立中興大學,620605,食品暨應用生物科技學系,95.92,1,6
一般,公立,國立臺灣體育運動大學,810519,運動事業管理學系,95.92,1,8
一般,私立,中原大學,520103,電子工程學系,95.95,1,5
一般,私立,元智大學,520114,資訊工程學系,95.95,1,5
技職,私立,文藻外語大學,220204,應用華語文系,95.96,1,2
一般,私立,大葉大學,230201,視覺傳達設計學系,95.96,1,2
一般,公立,國立清華大學,220201,中國文學系,96,1,2
一般,公立,國立東華大學,220201,中國語文學系,96,1,2
一般,公立,國立聯合大學,220204,華語文學系,96,1,2
一般,公立,國立臺北大學,220303,應用外語學系,96,1,2
技職,私立,嶺東科技大學,220303,應用外語系,96,1,2
一般,私立,淡江大學,220309,英文學系,96,1,2
一般,公立,國立東華大學,220310,英美語文學系,96,1,2
一般,公立,國立東華大學,220901,歷史學系,96,1,2
技職,私立,台南應用科技大學,230201,視覺傳達設計系,96,1,2
一般,私立,長庚大學,230303,工業設計學系,96,1,2
一般,公立,國立中山大學,310109,政治經濟學系,96,1,3
一般,私立,淡江大學,310202,全球政治經濟學系全英語學士班,96,1,3
一般,私立,佛光大學,310301,社會學系,96,1,3
一般,私立,淡江大學,310801,公共行政學系,96,1,3
一般,私立,淡江大學,310914,外交與國際關係學系全英語學士班,96,1,3
一般,公立,國立屏東大學,340201,會計學系,96,1,3
技職,私立,南臺科技大學,340301,企業管理系,96,1,3
技職,私立,明新科技大學,340301,企業管理系,96,1,3
技職,私立,嶺東科技大學,340603,金融與風險管理系,96,1,3
技職,私立,嶺東科技大學,340802,行銷與流通管理系,96,1,3
一般,公立,國立高雄大學,420103,生命科學系,96,1,4
一般,私立,長榮大學,429907,健康產業發展學士學位學程,96,1,4
一般,公立,國立中興大學,440101,化學系,96,1,4
一般,公立,國立屏東大學,440102,應用化學系,96,1,4
一般,公立,國立嘉義大學,440303,電子物理學系,96,1,4
一般,公立,國立臺東大學,460102,應用數學系,96,1,4
一般,私立,世新大學,480109,資訊管理學系,96,1,4
一般,公立,國立嘉義大學,520101,電機工程學系,96,1,5
技職,私立,南臺科技大學,520101,電機工程系,96,1,5
一般,私立,長庚大學,520103,電子工程學系,96,1,5
一般,私立,義守大學,521108,生物醫學工程學系,96,1,5
一般,私立,長庚大學,720104,中醫學系,96,1,7
一般,私立,輔仁大學,720601,護理學系,96,1,7
一般,私立,亞洲大學,720601,護理學系,96,1,7
技職,私立,明新科技大學,760401,幼兒保育系,96,1,7
技職,私立,樹德科技大學,810102,餐旅管理學位學程,96,1,8
技職,私立,南開科技大學,810103,餐飲管理系,96,1,8
技職,公立,國立臺北護理健康大學,810532,休閒產業與健康促進系,96,1,8
一般,公立,國立新竹教育大學,850113,環境與文化資源學系,96,1,8
技職,私立,亞東技術學院,340901,醫務管理系,96.05,1,3
一般,私立,銘傳大學,320706,新媒體暨傳播管理學系,96.08,1,3
一般,私立,大葉大學,349921,人力資源暨公共關係學系,96.08,1,3
一般,私立,銘傳大學,349942,社會與安全管理學系,96.08,1,3
一般,私立,銘傳大學,380209,財金法律學系,96.08,1,3
一般,私立,高雄醫學大學,420504,生物醫學暨環境生物學系,96.08,1,4
一般,公立,國立成功大學,520114,資訊工程學系,96.08,1,5
一般,私立,大葉大學,520114,資訊工程學系,96.08,1,5
一般,私立,大同大學,520401,化學工程學系,96.08,1,5
技職,私立,元培醫事科技大學,720601,護理系,96.08,1,7
一般,公立,國立臺南大學,220201,國語文學系,96.1,1,2
技職,私立,亞東技術學院,349906,工業管理系,96.1,1,3
技職,私立,明新科技大學,520103,電子工程系,96.11,1,5
一般,私立,大同大學,520114,資訊工程學系,96.12,1,5
技職,私立,明志科技大學,520201,機械工程系,96.12,1,5
技職,私立,德霖技術學院,810102,餐旅管理系,96.12,1,8
技職,私立,嘉南藥理大學,220303,應用外語系,96.15,1,2
一般,私立,中國文化大學,220323,俄國語文學系,96.15,1,2
技職,私立,崑山科技大學,230201,視覺傳達設計系,96.15,1,2
一般,私立,靜宜大學,340501,財務金融學系,96.15,1,3
一般,公立,國立彰化師範大學,460101,數學系,96.15,1,4
一般,公立,國立中央大學,520114,資訊工程學系,96.15,1,5
一般,公立,國立宜蘭大學,520239,生物機電工程學系,96.15,1,5
一般,私立,逢甲大學,580304,土地管理學系,96.15,1,5
一般,私立,逢甲大學,840102,運輸科技與管理學系,96.15,1,8
一般,公立,國立東華大學,460102,應用數學系,96.2,1,4
一般,公立,國立交通大學,520103,電子工程學系,96.2,1,5
一般,公立,國立成功大學,520201,機械工程學系,96.2,1,5
技職,私立,亞東技術學院,520101,電機工程系,96.21,1,5
一般,私立,義守大學,220312,應用英語學系,96.23,1,2
一般,私立,中國文化大學,220315,德國語文學系,96.23,1,2
一般,私立,東海大學,221101,哲學系,96.23,1,2
一般,公立,國立成功大學,580301,都市計劃學系,96.23,1,5
一般,公立,國立體育大學,810501,運動保健學系,96.23,1,8
一般,公立,國立屏東大學,140401,幼兒教育學系,96.25,1,1
一般,私立,實踐大學,230205,媒體傳達設計學系,96.25,1,2
一般,私立,東海大學,340301,企業管理學系,96.25,1,3
技職,私立,朝陽科技大學,349973,銀髮產業管理系,96.25,1,3
一般,公立,國立中正大學,520101,電機工程學系,96.25,1,5
一般,公立,國立中興大學,640101,獸醫學系,96.25,1,6
一般,私立,中山醫學大學,720404,語言治療與聽力學系,96.25,1,7
技職,私立,醒吾科技大學,810102,餐旅管理系,96.26,1,8
技職,私立,德明財經科技大學,340801,行銷管理系,96.28,1,3
一般,公立,國立臺灣師範大學,140101,教育學系,96.3,1,1
一般,公立,臺北市立大學,220201,中國語文學系,96.3,1,2
一般,公立,國立中央大學,310101,經濟學系,96.3,1,3
一般,公立,國立政治大學,310905,外交學系,96.3,1,3
技職,公立,國立屏東科技大學,340301,企業管理系,96.3,1,3
一般,公立,國立臺北大學,340518,金融與合作經營學系,96.3,1,3
一般,私立,中原大學,520301,土木工程學系,96.3,1,5
一般,私立,中原大學,580101,建築學系,96.3,1,5
技職,私立,嘉南藥理大學,620602,食品科技系,96.3,1,6
技職,私立,環球科技大學,810111,餐飲廚藝系,96.3,1,8
技職,私立,德霖技術學院,810508,休閒事業管理系,96.3,1,8
一般,公立,國立清華大學,520101,電機工程學系,96.33,1,5
一般,公立,國立宜蘭大學,520101,電機工程學系,96.34,1,5
一般,私立,靜宜大學,220101,台灣文學系,96.36,1,2
一般,私立,長榮大學,220501,翻譯學系,96.36,1,2
一般,公立,國立中興大學,220901,歷史學系,96.36,1,2
一般,私立,長榮大學,230204,媒體設計科技學系,96.36,1,2
一般,公立,國立東華大學,310101,經濟學系,96.36,1,3
一般,私立,義守大學,320101,大眾傳播學系,96.36,1,3
一般,私立,大同大學,340109,資訊經營學系,96.36,1,3
一般,公立,國立中央大學,340301,企業管理學系,96.36,1,3
一般,私立,靜宜大學,420207,生態人文學系,96.36,1,4
一般,私立,義守大學,420302,生物科技學系,96.36,1,4
技職,私立,南臺科技大學,420302,生物科技系,96.36,1,4
一般,公立,國立臺灣大學,440101,化學系,96.36,1,4
一般,私立,淡江大學,460101,數學學系,96.36,1,4
一般,私立,輔仁大學,480109,資訊管理學系,96.36,1,4
一般,公立,國立成功大學,520802,測量及空間資訊學系,96.36,1,5
一般,公立,國立臺南大學,140101,教育學系,96.39,1,1
一般,私立,大葉大學,220321,應用日語學系,96.4,1,2
技職,私立,致理科技大學,340301,企業管理系,96.4,1,3
一般,私立,中國文化大學,220320,日本語文學系,96.43,1,2
一般,公立,國立成功大學,220901,歷史學系,96.43,1,2
技職,私立,亞東技術學院,230301,工商業設計系,96.43,1,2
一般,公立,國立東華大學,340201,會計學系,96.43,1,3
一般,私立,逢甲大學,340301,企業管理學系,96.43,1,3
一般,公立,國立臺灣大學,340501,財務金融學系,96.43,1,3
一般,私立,大葉大學,340501,財務金融學系,96.43,1,3
一般,私立,大葉大學,480524,多媒體數位內容學位學程,96.43,1,4
一般,私立,逢甲大學,520101,電機工程學系,96.43,1,5
一般,私立,逢甲大學,520114,資訊工程學系,96.43,1,5
一般,私立,銘傳大學,520130,電腦與通訊工程學系,96.43,1,5
技職,公立,國立屏東科技大學,520201,機械工程系,96.43,1,5
一般,公立,國立成功大學,520301,土木工程學系,96.43,1,5
一般,私立,長庚大學,520403,化工與材料工程學系,96.43,1,5
一般,私立,逢甲大學,520502,材料科學與工程學系,96.43,1,5
一般,私立,南華大學,580113,建築與景觀學系,96.43,1,5
一般,公立,國立中山大學,520101,電機工程學系,96.46,1,5
一般,私立,東海大學,310101,經濟學系,96.47,1,3
技職,公立,國立高雄海洋科技大學,621104,水產養殖系,96.47,1,6
一般,私立,義守大學,230309,創意商品設計學系,96.49,1,2
一般,公立,國立成功大學,580101,建築學系,96.49,1,5
一般,私立,中國文化大學,810602,生活應用科學系,96.49,1,8
一般,公立,國立政治大學,340301,企業管理學系,96.51,1,3
技職,私立,弘光科技大學,340904,健康事業管理系,96.51,1,3
技職,公立,國立屏東科技大學,520301,土木工程系,96.51,1,5
技職,私立,弘光科技大學,760401,幼兒保育系,96.51,1,7
一般,私立,東吳大學,220309,英文學系,96.53,1,2
一般,私立,東吳大學,469902,財務工程與精算數學系,96.53,1,4
技職,私立,南臺科技大學,480109,資訊管理系,96.53,1,4
一般,私立,中國文化大學,140101,教育學系,96.55,1,1
一般,公立,國立臺灣師範大學,140215,人類發展與家庭學系,96.55,1,1
一般,私立,輔仁大學,220325,義大利語文學系,96.55,1,2
一般,私立,輔仁大學,310101,經濟學系,96.55,1,3
一般,私立,輔仁大學,310301,社會學系,96.55,1,3
一般,私立,輔仁大學,310501,心理學系,96.55,1,3
一般,公立,國立東華大學,310801,公共行政學系,96.55,1,3
一般,私立,靜宜大學,320105,資訊傳播工程學系,96.55,1,3
一般,公立,國立聯合大學,520106,光電工程學系,96.55,1,5
一般,私立,銘傳大學,580303,都市規劃與防災學系,96.55,1,5
一般,公立,國立成功大學,520101,電機工程學系,96.58,1,5
技職,私立,德明財經科技大學,349983,連鎖加盟經營管理學位學程,96.59,1,3
技職,公立,國立虎尾科技大學,520114,資訊工程系,96.59,1,5
一般,私立,中國文化大學,320101,大眾傳播學系,96.61,1,3
一般,公立,國立清華大學,520601,工業工程與工程管理學系,96.61,1,5
一般,私立,東吳大學,760301,社會工作學系,96.61,1,7
一般,公立,國立臺灣師範大學,460101,數學系,96.63,1,4
一般,私立,靜宜大學,220320,日本語文學系,96.64,1,2
一般,私立,元智大學,320105,資訊傳播學系,96.64,1,3
一般,私立,輔仁大學,140715,教育領導與科技發展學士學位學程,96.67,1,1
一般,公立,國立臺灣藝術大學,210104,書畫藝術學系,96.67,1,2
一般,公立,國立臺南藝術大學,210402,中國音樂學系,96.67,1,2
一般,公立,國立臺北藝術大學,210511,舞蹈學系,96.67,1,2
一般,私立,銘傳大學,220321,應用日語學系,96.67,1,2
一般,私立,靜宜大學,220346,寰宇外語教育學士學位學程,96.67,1,2
技職,私立,樹德科技大學,230124,動畫與遊戲設計系,96.67,1,2
技職,私立,台南應用科技大學,230208,多媒體動畫系,96.67,1,2
一般,私立,中原大學,230302,商業設計學系,96.67,1,2
一般,公立,國立臺北大學,310101,經濟學系,96.67,1,3
一般,私立,淡江大學,310101,經濟學系,96.67,1,3
一般,公立,國立中山大學,310301,社會學系,96.67,1,3
一般,私立,銘傳大學,310517,諮商與工商心理學系,96.67,1,3
一般,公立,國立高雄師範大學,340305,事業經營學系,96.67,1,3
一般,公立,國立臺北大學,349917,不動產與城鄉環境學系,96.67,1,3
一般,公立,國立中興大學,420302,生物科技學士學位學程,96.67,1,4
一般,私立,銘傳大學,420302,生物科技學系,96.67,1,4
一般,公立,國立交通大學,449999,理學院科學學士學位學程,96.67,1,4
一般,公立,國立臺北大學,460201,統計學系,96.67,1,4
技職,私立,僑光科技大學,480101,資訊科技系,96.67,1,4
技職,私立,龍華科技大學,480109,資訊管理系,96.67,1,4
一般,私立,輔仁大學,489904,醫學資訊與創新應用學士學位學程,96.67,1,4
技職,私立,崑山科技大學,520114,資訊工程系,96.67,1,5
一般,公立,國立交通大學,520198,電機資訊學士班,96.67,1,5
一般,私立,淡江大學,520301,土木工程學系,96.67,1,5
一般,公立,國立臺灣海洋大學,521001,河海工程學系,96.67,1,5
一般,私立,淡江大學,580101,建築學系,96.67,1,5
一般,私立,高雄醫學大學,720201,公共衛生學系,96.67,1,7
一般,公立,臺北市立大學,720205,衛生福利學系,96.67,1,7
一般,私立,中山醫學大學,720209,職業安全衛生學系,96.67,1,7
一般,公立,國立臺灣大學,720801,牙醫學系,96.67,1,7
一般,私立,大葉大學,819920,烘焙暨飲料調製學士學位學程,96.67,1,8
一般,公立,國立臺灣海洋大學,3499331,海洋觀光管理學士學位學程,96.67,1,3
一般,公立,國立臺灣海洋大學,840114,運輸科學系,96.7,1,8
一般,公立,國立宜蘭大學,520301,土木工程學系,96.74,1,5
一般,公立,國立宜蘭大學,620207,生物技術與動物科學系,96.74,1,6
一般,私立,大葉大學,320104,傳播藝術學士學位學程,96.77,1,3
技職,私立,臺北城市科技大學,520101,電機工程系,96.77,1,5
一般,公立,國立中央大學,520201,機械工程學系,96.77,1,5
一般,公立,國立清華大學,529999,工學院學士班,96.77,1,5
一般,私立,開南大學,840203,空運管理學系,96.77,1,8
