技職,公立,國立臺灣科技大學,230301,工商業設計系,100
技職,私立,亞東技術學院,230301,工商業設計系,96.43
技職,公立,國立臺中科技大學,230302,商業設計系,100
一般,私立,中原大學,230302,商業設計學系,96.67
一般,私立,銘傳大學,230302,商業設計學系,98.33
技職,私立,萬能科技大學,230302,商業設計系,79.07
技職,私立,建國科技大學,230302,商業設計系,51.28
技職,私立,醒吾科技大學,230302,商業設計系,89.22
一般,公立,國立成功大學,230303,工業設計學系,97.92
一般,公立,國立高雄師範大學,230303,工業設計學系,97.06
技職,公立,國立雲林科技大學,230303,工業設計系,100
技職,公立,國立臺北科技大學,230303,工業設計系,100
一般,公立,國立聯合大學,230303,工業設計學系,92.5
一般,私立,東海大學,230303,工業設計學系,94.29
一般,私立,長庚大學,230303,工業設計學系,96
一般,私立,中華大學,230303,工業產品設計學系,84.69
一般,私立,大葉大學,230303,工業設計學系,97.41
一般,私立,華梵大學,230303,工業設計學系,82.76
一般,私立,實踐大學,230303,工業產品設計學系,100
技職,私立,朝陽科技大學,230303,工業設計系,97.5
一般,私立,大同大學,230303,工業設計學系,95.56
技職,私立,明志科技大學,230303,工業設計系,100
技職,私立,遠東科技大學,230303,工業設計系,40
技職,私立,樹德科技大學,230304,生活產品設計系,90
一般,私立,銘傳大學,230307,商品設計學系,98.33
技職,私立,萬能科技大學,230307,商品設計系,63.89
技職,私立,台南應用科技大學,230307,商品設計系,97.78
技職,私立,和春技術學院,230307,商品設計系,8
一般,私立,義守大學,230309,創意商品設計學系,96.49
一般,私立,亞洲大學,230309,創意商品設計學系,99
技職,私立,崇右技術學院,230309,創意商品設計系,82
技職,私立,環球科技大學,230309,創意商品設計系,50
技職,私立,東方設計學院,230311,流行商品設計系,25
一般,私立,佛光大學,230312,產品與媒體設計學系,95
技職,私立,南臺科技大學,230313,創新產品設計系,98
技職,私立,遠東科技大學,230314,創意商品設計與管理系,65.16
一般,私立,南華大學,230317,創意產品設計學系,92.73
技職,私立,嶺東科技大學,230317,創意產品設計系,96.88
技職,私立,東南科技大學,230317,創意產品設計系,87
技職,私立,南榮科技大學,230317,創意產品設計系,37.78
技職,私立,德霖技術學院,230317,創意產品設計系,84
技職,私立,黎明技術學院,230317,創意產品設計系,56.36
技職,私立,建國科技大學,230319,遊戲與產品設計系,67
技職,私立,僑光科技大學,230321,電腦輔助工業設計系,95
技職,私立,亞太創意技術學院,230322,陶瓷創意設計系,32.5
技職,公立,國立高雄第一科技大學,230323,創新設計工程系,100
一般,私立,大葉大學,230324,綠色產品設計學士學位學程,90.24
