一般,私立,輔仁大學,220801,宗教學系,94.74,220801,2,22,2208
一般,私立,真理大學,220806,宗教文化與組織管理學系,75,220806,2,22,2208
一般,私立,玄奘大學,220802,宗教與文化學系,71.11,220802,2,22,2208
